prompt_id,method,delta,delta_min,delta_max,prompt,generated_text,tokens_counted,num_green_tokens,green_fraction,z_score,p_value,prediction,confidence,word_count,distinct_1,distinct_2,repetition_rate,avg_step_delta,observed_delta_min,observed_delta_max,weighted_z_score,winmax_weighted_z_score,weighted_p_value,weighted_prediction,weighted_confidence,avg_kl,avg_delta,avg_entropy,avg_p_green_mass,gate_pass_rate,avg_candidate_size,candidate_top_p,kl_epsilon
1,No Watermark,,,,"After the martyrdom of St. Boniface, Vergilius was made Bishop of Salzburg (766 or 767) and laboured successfully for the upbuilding of his diocese as well as for the spread of the Faith"," in the adjacent countries. He was elected Bishop of Eichstaedt (768) and became (769) Bishop of Ratisbon, but he was made Bishop of Salzburg again in 784, and died in 791. The life of St. Boniface is very full of events, and it is not unusual to find it arranged in chronological order.

1. The Life of St. Boniface

In the year 694, Boniface",99,17,0.1717171717171717,-1.7988024448755444,0.9639750317669002,Human/Unwatermarked,0.0,64,0.625,0.873015873015873,0.375,,,,-1.0864736818333556,0.9309193720044558,0.8613652607418842,False,0.0,,,0.24101061154131795,0.31251523971557615,0.72,332.82,,
1,Fixed Delta 1.0,1.0,,,"After the martyrdom of St. Boniface, Vergilius was made Bishop of Salzburg (766 or 767) and laboured successfully for the upbuilding of his diocese as well as for the spread of the Faith"," in Central Europe. He died in 771.

He was the first Bishop of Lucerne, but also left an important legacy to the Church of Lucerne, both within the diocese and in Switzerland. He was a friend of Bernard of Clairvaux, who, in his devotion to St. Boniface, often preached in Lucerne. He also had a great influence on the tradition of the Franciscans in Switzerland, and for this reason is called the """,99,34,0.3434343434343434,2.1469577567869402,0.01589832240819098,Human/Unwatermarked,0.0,72,0.6527777777777778,0.9577464788732394,0.3472222222222222,1.0,1.0,1.0,5.161739901640772,5.656252930035782,1.223325404237783e-07,True,0.9999998776674596,,,0.23942131590403964,0.29305187225341794,0.75,305.82,,
1,Fixed Delta 2.0,2.0,,,"After the martyrdom of St. Boniface, Vergilius was made Bishop of Salzburg (766 or 767) and laboured successfully for the upbuilding of his diocese as well as for the spread of the Faith"," in Central Europe, which became the Croatia of the Holy Empire, and later the Slavic land of the Habsburg Kingdom. He was one of the first to preach in the Slavic language, which became the norm for the Slavic church for centuries to come. He was instrumental, also, in establishing a Latin and a Slavic church in the Austrian Empire. He founded a great monastery in Passau. He is said to have composed the first known Bulgarian liturgy, and the first known",99,68,0.6868686868686869,10.038478160111909,5.162741433689113e-24,Watermarked,1.0,82,0.5487804878048781,0.8518518518518519,0.4512195121951219,2.0,2.0,2.0,9.158596105334293,9.158596105334293,2.6288417188251092e-20,True,1.0,,,0.2762263502074899,0.3105295562744141,0.83,372.5,,
1,Fixed Delta 3.0,3.0,,,"After the martyrdom of St. Boniface, Vergilius was made Bishop of Salzburg (766 or 767) and laboured successfully for the upbuilding of his diocese as well as for the spread of the Faith"," to all regions of the continent. He is also credited with being one of the first men to preach in Friesland, where there was already a great German Church. He is said also to have begun missionary activity in Britain and Wales.

During the first half of the ninth, Saint Boniface’s fame began to spread, so much so that his relics achieved great sanctity in his lifetime. The relics of St. Boniface were well preserved, and the cult of",99,61,0.6161616161616161,8.413753371192062,1.9854759384111046e-17,Watermarked,1.0,80,0.7,0.9493670886075949,0.30000000000000004,3.0,3.0,3.0,9.372485989260896,9.372485989260896,3.542194617632174e-21,True,1.0,,,0.2298137063834309,0.37241928100585936,0.76,280.95,,
1,Current Adaptive Delta,adaptive,0.5,3.0,"After the martyrdom of St. Boniface, Vergilius was made Bishop of Salzburg (766 or 767) and laboured successfully for the upbuilding of his diocese as well as for the spread of the Faith"," in Central Europe, which became the Croatia of the Holy Empire, and later the Slavic land of the Habsburg Kingdom. He was one of the first to preach in the Slavic language, which became the norm for the Slavic church for centuries to come. He was instrumental in the foundation of the first Slavic church in Krakow (in 773), and for its construction and ornamentation. He gave the first sermon in Slavic, which has become known as the Verg",99,63,0.6363636363636364,8.87796045374059,3.4048719575050004e-19,Watermarked,1.0,79,0.5316455696202531,0.8461538461538461,0.4683544303797469,1.8552429044246674,1.6180340051651,2.3297393321990967,6.8049046297563605,6.8049046297563605,5.055809984031324e-12,True,0.9999999999949442,,,0.27026833943836504,0.2929888916015625,0.83,360.98,,
1,CA-KL,kl_adaptive,,3.0,"After the martyrdom of St. Boniface, Vergilius was made Bishop of Salzburg (766 or 767) and laboured successfully for the upbuilding of his diocese as well as for the spread of the Faith"," in Central Europe, which became the Croatia of the Holy Empire, and later the Slavic land of the Habsburg Kingdom. He was one of the first to preach in the Slavic language, which became the norm for the Slavic church for centuries to come. He was instrumental, also, in establishing a Latin and a Slavic church in the Austrian Empire. He founded a great monastery in Passau. He is said to have composed the first known Bulgarian liturgy, and the first known",99,68,0.6868686868686869,10.038478160111909,5.162741433689113e-24,Watermarked,1.0,82,0.5487804878048781,0.8518518518518519,0.4512195121951219,,,,,,,,,0.4406235653115523,2.4126397705078126,0.2765174953876557,0.27423621889203786,1.0,50265.0,,0.5
1,CA-KL + Weighted Detector,kl_adaptive,,3.0,"After the martyrdom of St. Boniface, Vergilius was made Bishop of Salzburg (766 or 767) and laboured successfully for the upbuilding of his diocese as well as for the spread of the Faith"," in Central Europe, which became the Croatia of the Holy Empire, and later the Slavic land of the Habsburg Kingdom. He was one of the first to preach in the Slavic language, which became the norm for the Slavic church for centuries to come. He was instrumental, also, in establishing a Latin and a Slavic church in the Austrian Empire. He founded a great monastery in Passau. He is said to have composed the first known Bulgarian liturgy, and the first known",99,68,0.6868686868686869,10.038478160111909,5.162741433689113e-24,Watermarked,1.0,82,0.5487804878048781,0.8518518518518519,0.4512195121951219,,,,10.281440467662232,10.281440467662232,4.272047806149269e-25,True,1.0,0.4406235653115523,2.4126397705078126,0.2762263502074899,0.27422758102416994,1.0,50265.0,,0.5
1,CA-KL + Candidate Greenlist,kl_adaptive,,3.0,"After the martyrdom of St. Boniface, Vergilius was made Bishop of Salzburg (766 or 767) and laboured successfully for the upbuilding of his diocese as well as for the spread of the Faith"," in Central Germany and the Upper Rhine region. He is said to have been ""the first Vicar General of the Kingdom of the Franks,"" acting first in Paris and, later, in Ireland as a missionary and preacher. He was a most faithful supporter of the work of the Holy See and a faithful friend of the Church of Rome. He died on the 19th of October, 768, and left an important legacy of the Church of the West. The most well-known vigour of this",99,61,0.6161616161616161,8.413753371192062,1.9854759384111046e-17,Watermarked,1.0,85,0.611764705882353,0.9047619047619048,0.388235294117647,,,,9.948149528910985,9.948149528910985,1.2845794421745462e-23,True,1.0,0.4477633186449945,2.423737335205078,0.26407919991325135,0.27965126037597654,0.84,348.73,0.95,0.5
1,CA-KL + Candidate Greenlist + Weighted/WinMax,kl_adaptive,,3.0,"After the martyrdom of St. Boniface, Vergilius was made Bishop of Salzburg (766 or 767) and laboured successfully for the upbuilding of his diocese as well as for the spread of the Faith"," in Central Europe. He died in 772.

He was one of those defenders of the Holy See and the Kingdom of the Franks against the attacks of the Saracens. The Council of Arles, in its decree relating to the canonization of St. Boniface, praised him in this respect. He is also commemorated in the feast day of St. Hilary, and in his honour, the Church of St. Hilary was erected, which still remains today. In",99,58,0.5858585858585859,7.717442747369271,5.934340569241363e-15,Watermarked,0.9999999999999941,75,0.6266666666666667,0.9324324324324325,0.3733333333333333,,,,8.667970925578922,8.667970925578922,2.1994450572490807e-18,True,1.0,0.35842306375362615,1.7676434326171875,0.237335953108703,0.3274520492553711,0.75,395.84,0.95,0.5
2,No Watermark,,,,"""Whoever gets him, they'll be getting a good one,"" David Montgomery said. INDIANAPOLIS — Hakeem Butler has been surrounded by some of the best wide receivers on the planet this week at the NFL Scouting Combine."," But he gets to be with the best of the best on Sunday. Butler will likely be the first wide receiver drafted in 2019. So where does the first wide receiver off the board fit into the bigger picture of receiver talent? Here are a few key questions heading into the NFL Draft. 1. What does he do best? Butler is...

INDIANAPOLIS -- Hakeem Butler has been surrounded by some of the best wide receivers on the planet this week at the NFL Scouting Combine",99,25,0.25252525252525254,0.058025885318565944,0.4768640048788747,Human/Unwatermarked,0.0,84,0.6785714285714286,0.9036144578313253,0.3214285714285714,,,,0.7143391123443392,2.0895927850742906,0.2375087561789362,False,0.0,,,0.17260849727268202,0.5059791946411133,0.6,131.15,,
2,Fixed Delta 1.0,1.0,,,"""Whoever gets him, they'll be getting a good one,"" David Montgomery said. INDIANAPOLIS — Hakeem Butler has been surrounded by some of the best wide receivers on the planet this week at the NFL Scouting Combine."," But he gets to meet one of the best when he gets to Indianapolis later this week. The University of Iowa wide receiver has been invited to join the first round of the 2019 NFL Draft, which will be held at Lucas Oil Stadium on April 26-28. The NFL Draft Lottery, which determines the first-round order, is scheduled to take place at 1 p.m. Central time on Tuesday. The Eagles have the No. 22 pick this year, which means they will pick in the",99,39,0.3939393939393939,3.307475463158259,0.00047070479296677613,Human/Unwatermarked,0.0,87,0.7011494252873564,0.9302325581395349,0.29885057471264365,1.0,1.0,1.0,5.517469971986881,5.517469971986881,1.719574121037469e-08,True,0.9999999828042588,,,0.1945848286740391,0.3283369064331055,0.73,117.63,,
2,Fixed Delta 2.0,2.0,,,"""Whoever gets him, they'll be getting a good one,"" David Montgomery said. INDIANAPOLIS — Hakeem Butler has been surrounded by some of the best wide receivers on the planet this week at the NFL Scouting Combine."," The 6-foot-4, 210-pound wide receiver out of Iowa State is projected as a third or fourth round pick, and a lot of teams think that he can be a big-play weapon in the NFL. Butler is a terrific athlete with the ball skills and hands to make the most of the football when it’s in his hands. He could even be used as a kickoff returner in the pros. He’s a good route runner and could even become a possession",99,51,0.5151515151515151,6.092717958449424,5.550477317542801e-10,Watermarked,0.9999999994449522,86,0.6976744186046512,0.9647058823529412,0.3023255813953488,2.0,2.0,2.0,7.186831273006264,7.186831273006264,3.315613685364722e-13,True,0.9999999999996685,,,0.20696216022252423,0.32402791976928713,0.65,126.14,,
2,Fixed Delta 3.0,3.0,,,"""Whoever gets him, they'll be getting a good one,"" David Montgomery said. INDIANAPOLIS — Hakeem Butler has been surrounded by some of the best wide receivers on the planet this week at the NFL Scouting Combine."," The 6'2"", 215-pound Baylor speedster showed out at the Senior Bowl, where he led all receivers at practice in the 3rd annual ""Big Stage."" This week Butler has stepped into the national spotlight in Indianapolis, where ESPN and the NFL Combine are hosting scores of the top prospects from across the college football landscape at Lucas Oil Stadium. Butler is one such prospect who's been getting plenty of attention. The Colts have been in touch with Butler and several other top prospects. The Colts have",99,66,0.6666666666666666,9.574271077563381,5.1289159954110675e-22,Watermarked,1.0,86,0.7441860465116279,0.9647058823529412,0.2558139534883721,3.0,3.0,3.0,10.459249778146306,10.459249778146306,6.645188964171503e-26,True,1.0,,,0.2331276807242127,0.3130986404418945,0.78,237.44,,
2,Current Adaptive Delta,adaptive,0.5,3.0,"""Whoever gets him, they'll be getting a good one,"" David Montgomery said. INDIANAPOLIS — Hakeem Butler has been surrounded by some of the best wide receivers on the planet this week at the NFL Scouting Combine."," The 6-foot-4, 210-pound wide receiver out of Iowa State is projected as a third or fourth round pick, and a lot of teams think he's a better fit for them as a slot receiver in an offense than a traditional ""out,"" ""in"" or ""slot"" position. The Colts, of course, are one of the teams that could use a big target in the slot.",82,38,0.4634146341463415,4.463036991443368,4.040304808334186e-06,Watermarked,0.9999959596951916,66,0.696969696969697,0.9846153846153847,0.303030303030303,1.7703997241445335,1.6180340051651,2.2581522464752197,6.859291679344047,7.019899006175057,3.4601406769850148e-12,True,0.9999999999965399,,,0.2122861591272295,0.2901829868914133,0.7108433734939759,137.13253012048193,,
2,CA-KL,kl_adaptive,,3.0,"""Whoever gets him, they'll be getting a good one,"" David Montgomery said. INDIANAPOLIS — Hakeem Butler has been surrounded by some of the best wide receivers on the planet this week at the NFL Scouting Combine."," The 6'2"", 215-pound Baylor product has been matched up with Amari Cooper, Michael Gallup, D.K. Metcalf, John Ross and even Mike Williams. The result? There's no doubt about who he wants to line up...",52,30,0.5769230769230769,5.4443572293729625,2.599639278267345e-08,Watermarked,0.9999999740036072,36,0.9444444444444444,1.0,0.05555555555555558,,,,,,,,,0.387637699781865,2.4793534188900352,0.20959398253591052,0.22919292062386992,1.0,50265.0,,0.5
2,CA-KL + Weighted Detector,kl_adaptive,,3.0,"""Whoever gets him, they'll be getting a good one,"" David Montgomery said. INDIANAPOLIS — Hakeem Butler has been surrounded by some of the best wide receivers on the planet this week at the NFL Scouting Combine."," The 6'2"", 215-pound Baylor product has been matched up with Amari Cooper, Michael Gallup, D.K. Metcalf, John Ross and even Mike Williams. The result? There's no doubt about who he wants to line up...",52,30,0.5769230769230769,5.4443572293729625,2.599639278267345e-08,Watermarked,0.9999999740036072,36,0.9444444444444444,1.0,0.05555555555555558,,,,7.4079747004461955,7.4079747004461955,6.412138001695945e-14,True,0.9999999999999358,0.387637699781865,2.4793534188900352,0.20937150194955262,0.22890874124922841,1.0,50265.0,,0.5
