prompt_id,method,delta,delta_min,delta_max,prompt,generated_text,tokens_counted,num_green_tokens,green_fraction,z_score,p_value,prediction,confidence,word_count,distinct_1,distinct_2,repetition_rate,avg_step_delta,observed_delta_min,observed_delta_max,weighted_z_score,winmax_weighted_z_score,weighted_p_value,weighted_prediction,weighted_confidence,avg_kl,avg_delta,avg_entropy,avg_p_green_mass,gate_pass_rate,avg_candidate_size,candidate_top_p,kl_epsilon
1,No Watermark,,,,"After the martyrdom of St. Boniface, Vergilius was made Bishop of Salzburg (766 or 767) and laboured successfully for the upbuilding of his diocese as well as for the spread of the Faith"," in the adjacent kingdoms. He was elected Bishop of Eichstaedt (768) and became (769) Bishop of Freising, the first of the German dioceses established by Pope Boniface.

Vergilius died at Freising on 21 April 772.

References

External links
Vergilius",73,18,0.2465753424657534,-0.06757373783994859,0.5269375191157661,Human/Unwatermarked,0.0,39,0.8205128205128205,0.9736842105263158,0.17948717948717952,,,,0.29898390215084997,1.5873747945809162,0.3824761641541859,False,0.0,,,0.22280066009730445,0.4075360684781461,0.3783783783783784,309.9864864864865,,
1,CA-KL,kl_adaptive,,3.0,"After the martyrdom of St. Boniface, Vergilius was made Bishop of Salzburg (766 or 767) and laboured successfully for the upbuilding of his diocese as well as for the spread of the Faith"," in Central Europe, which became the Croatia of the Holy Empire, and later the Slavic land of the Habsburg Kingdom. He was one of the first to preach in the Slavic language, which became the norm for the Slavic church for centuries to come. He was instrumental, also, in establishing a Latin and a Slavic church in the Austrian Empire. He founded a great monastery in Passau. He is said to have composed the first known Bulgarian liturgical song. He founded a",99,70,0.7070707070707071,10.502685242660437,4.197862382006365e-26,Watermarked,1.0,82,0.5609756097560976,0.8518518518518519,0.4390243902439024,,,,,,,,,0.44171100687481707,2.3978398132324217,0.2750270457821042,0.27330820767208935,1.0,50265.0,,0.5
1,CA-KL + Weighted Detector,kl_adaptive,,3.0,"After the martyrdom of St. Boniface, Vergilius was made Bishop of Salzburg (766 or 767) and laboured successfully for the upbuilding of his diocese as well as for the spread of the Faith"," in Central Europe, which became the Croatia of the Holy Empire, and later the Slavic land of the Habsburg Kingdom. He was one of the first to preach in the Slavic language, which became the norm for the Slavic church for centuries to come. He was instrumental, also, in establishing a Latin and a Slavic church in the Austrian Empire. He founded a great monastery in Passau. He is said to have composed the first known Bulgarian liturgical song. He founded a",99,70,0.7070707070707071,10.502685242660437,4.197862382006365e-26,Watermarked,1.0,82,0.5609756097560976,0.8518518518518519,0.4390243902439024,,,,10.564141508282566,10.564141508282566,2.184741432183244e-26,True,1.0,0.44171100687481707,2.3978398132324217,0.27486129929215725,0.2732330513000488,1.0,50265.0,,0.5
1,CA-KL + Candidate Greenlist,kl_adaptive,,3.0,"After the martyrdom of St. Boniface, Vergilius was made Bishop of Salzburg (766 or 767) and laboured successfully for the upbuilding of his diocese as well as for the spread of the Faith"," in Central Germany and the Upper Rhine region. He is said to have been ""the first Vicar General of the Kingdom of the Franks,"" acting first in Paris and, later, in Ireland as a missionary and preacher. He was a most faithful supporter of the work of the Holy See and a faithful friend of the Church of Rome. He died on the 19th of October, 793 and left an important legacy of the Church of the West. The relics of Bishop Vergilius were",99,61,0.6161616161616161,8.413753371192062,1.9854759384111046e-17,Watermarked,1.0,84,0.6190476190476191,0.9036144578313253,0.38095238095238093,,,,6.818110807342297,6.818110807342297,4.6122742082949366e-12,True,0.9999999999953877,0.432987784034347,2.4319866943359374,0.2579886789771865,0.30567619323730466,0.37,334.39,0.95,0.5
1,CA-KL + Candidate Greenlist + Weighted/WinMax,kl_adaptive,,3.0,"After the martyrdom of St. Boniface, Vergilius was made Bishop of Salzburg (766 or 767) and laboured successfully for the upbuilding of his diocese as well as for the spread of the Faith"," in Central Europe. He died in 771.

He was one of those defenders of the Holy See against the Kingdom of Otto I, King of Germany, and was instrumental in securing the freedom of his countrymen from the clutches of the Lombards.

Beccari, Father Giovanni
“The Life of St. Boniface,” The Catholic Encyclopedia, New York: Robert Appleton Company, 1912.

In this struggle against the Lombards, which",99,40,0.40404040404040403,3.5395790044325226,0.00020038289685673868,Human/Unwatermarked,0.0,66,0.696969696969697,0.9538461538461539,0.303030303030303,,,,7.6798849541534,7.6798849541534,7.961576203112675e-15,True,0.999999999999992,0.1774223684127394,0.7974559020996094,0.2413879242667018,0.333841495513916,0.35,482.67,0.95,0.5
2,No Watermark,,,,"""Whoever gets him, they'll be getting a good one,"" David Montgomery said. INDIANAPOLIS — Hakeem Butler has been surrounded by some of the best wide receivers on the planet this week at the NFL Scouting Combine."," But he gets to be with the best of them on Sunday, when he gets to play catch with Indianapolis Colts wide receiver T.Y. Hilton. Butler, who led Utah State in receiving in each of his final two seasons, was a first-team All-Mountain West honoree in 2017 and a second-team pick...

""He's a great guy,"" Butler said. ""He's a great teammate. He's a great guy for me to be around, learning from",99,24,0.24242424242424243,-0.17407765595569785,0.5690977834754946,Human/Unwatermarked,0.0,76,0.7368421052631579,0.8933333333333333,0.26315789473684215,,,,2.0819166591357146,3.1745737543768655,0.018675041418592914,False,0.0,,,0.19556945521716934,0.3721592712402344,0.22,94.81,,
2,CA-KL,kl_adaptive,,3.0,"""Whoever gets him, they'll be getting a good one,"" David Montgomery said. INDIANAPOLIS — Hakeem Butler has been surrounded by some of the best wide receivers on the planet this week at the NFL Scouting Combine."," The 6'2"", 215-pound Baylor product has been matched up with Amari Cooper, Michael Gallup, D.K. Metcalf, John Ross and even Mike Williams.

""They have great receivers,"" Butler said. ""It's a great opportunity for me. I'm just gonna be ready when my number is called."" A few days after being invited to Indianapolis, Butler sat in his hotel lobby on Saturday afternoon when a reporter asked for his assessment of the top receiver group this",99,58,0.5858585858585859,7.717442747369271,5.934340569241363e-15,Watermarked,0.9999999999999941,76,0.8947368421052632,1.0,0.10526315789473684,,,,,,,,,0.39880096642448354,2.5471147155761718,0.20627820904670843,0.24864948763861322,1.0,50265.0,,0.5
2,CA-KL + Weighted Detector,kl_adaptive,,3.0,"""Whoever gets him, they'll be getting a good one,"" David Montgomery said. INDIANAPOLIS — Hakeem Butler has been surrounded by some of the best wide receivers on the planet this week at the NFL Scouting Combine."," The 6'2"", 215-pound Baylor product has been matched up with Amari Cooper, Michael Gallup, D.K. Metcalf, John Ross and even Mike Williams.

""They have great receivers,"" Butler said. ""It's a great opportunity for me. I'm just gonna be ready when my number is called."" A few days after being invited to Indianapolis, Butler sat in his hotel lobby on Saturday afternoon when a reporter asked for his assessment of the top receiver group this",99,58,0.5858585858585859,7.717442747369271,5.934340569241363e-15,Watermarked,0.9999999999999941,76,0.8947368421052632,1.0,0.10526315789473684,,,,8.847432355557805,8.847432355557805,4.4777942528248145e-19,True,1.0,0.39880096642448354,2.5471147155761718,0.2060543112740761,0.24864285469055175,1.0,50265.0,,0.5
2,CA-KL + Candidate Greenlist,kl_adaptive,,3.0,"""Whoever gets him, they'll be getting a good one,"" David Montgomery said. INDIANAPOLIS — Hakeem Butler has been surrounded by some of the best wide receivers on the planet this week at the NFL Scouting Combine."," But Butler has never had to line up alongside one on the collegiate stage. The Iowa State star got a taste of the NFL game and a chance to learn from the best when he spent the 2017 season with the Chicago Bears. Butler had a chance to learn the ropes with wide receiver Taylor Gabriel, who was drafted in 2015 and went to the Pro Bowl the next two seasons. He also had a chance to learn from former Iowa State wide receiver DeAndre Hopkins, who's had a great start to his",99,54,0.5454545454545454,6.789028582272215,5.6445538431059e-12,Watermarked,0.9999999999943554,93,0.6451612903225806,0.8804347826086957,0.3548387096774194,,,,7.169623654914888,7.169623654914888,3.760210752679517e-13,True,0.999999999999624,0.4360575597335769,2.428361663818359,0.2314802064536936,0.27514625549316407,0.34,152.87,0.95,0.5
2,CA-KL + Candidate Greenlist + Weighted/WinMax,kl_adaptive,,3.0,"""Whoever gets him, they'll be getting a good one,"" David Montgomery said. INDIANAPOLIS — Hakeem Butler has been surrounded by some of the best wide receivers on the planet this week at the NFL Scouting Combine."," But Butler has never had the chance to compete against one of his primary targets. The thought of facing Indianapolis Colts wide receiver T.Y. Hilton, one of the most lethal receiving combinations in the league, provides Butler with an opportunity to make an impression.

""My favorite receiver, that's a tough one because there are so many good receivers in this league,"" Butler said. ""But I would say one of the best would be Calvin Johnson. I just love watching him. I'm just",99,36,0.36363636363636365,2.6111648393354674,0.004511719409040163,Human/Unwatermarked,0.0,83,0.7469879518072289,0.9634146341463414,0.2530120481927711,,,,6.153089876013914,6.153089876013914,3.799385666586303e-10,True,0.9999999996200615,0.10999765094419027,0.47091156005859375,0.20783997191211617,0.3164081192016602,0.22,94.76,0.95,0.5
3,No Watermark,,,,"8i announced today it has launched a web player, the 8i Portal, for its volumetric 3D video of people in virtual reality. Using 8i’s technology and VR goggles, you’ll be able to walk"," around a 3D virtual set, and sit in on conversations, and even go shopping. The company says the technology is compatible with Oculus Rift, HTC Vive, and Google Daydream.

As with the company’s other products, the portal is powered by a cloud-based backend that manages the distribution of data and content. The company says it’s designed for low-latency and high-bandwidth environments, like shopping malls and theme parks.

8i�",99,22,0.2222222222222222,-0.6382847385042254,0.73835582764413,Human/Unwatermarked,0.0,73,0.7534246575342466,0.9583333333333334,0.2465753424657534,,,,0.7897381510185003,1.972966410311681,0.21484035296394904,False,0.0,,,0.24466163573010433,0.32789379119873047,0.38,241.01,,
